SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
506261,MODISON MET.,X ,Q,48.95,48.95,46.50,47.30,47.50,47.60,25,3859,183184.00,
506285,BAYER CROP  ,A ,Q,4266.00,4319.00,4255.20,4277.30,4260.00,4266.45,113,639,2732989.00,
506390,CLARI CHEM  ,B ,Q,348.20,348.20,343.00,343.90,343.90,348.20,91,2221,765562.00,
506395,COROM INTER ,A ,Q,455.65,457.00,435.00,442.85,442.85,456.25,1315,32829,14531043.00,
506401,DEEPAK NITR.,A ,Q,272.00,274.75,268.50,270.80,269.40,272.10,265,12526,3392856.00,
506405,DHARAMSI CHM,X ,Q,145.00,146.10,145.00,145.15,145.10,146.10,15,730,105973.00,
506414,DIL LTD     ,X ,Q,806.15,839.00,806.15,835.10,835.10,816.65,42,734,608198.00,
506480,GOCLCORP    ,B ,Q,349.00,349.00,335.00,342.05,343.00,336.80,33,493,168154.00,
506520,JAYSHRI CHEM,X ,Q,6.80,7.10,6.80,6.89,6.89,7.05,38,7410,51252.00,
506522,JL MORISON  ,X ,Q,1386.00,1386.00,1360.10,1363.45,1360.10,1397.35,3,8,10907.00,
506525,KANORIA CHEM,B ,Q,62.10,65.95,62.10,64.50,62.60,63.00,21,1463,92938.00,
506528,KELTECH EN. ,X ,Q,807.00,807.00,762.00,781.10,781.10,807.00,10,84,64952.00,
506532,NITTA GELA  ,X ,Q,129.95,129.95,128.00,129.00,129.70,125.60,11,1774,228785.00,
506579,ORIENT.CARB.,B ,Q,1120.05,1138.80,1120.05,1124.05,1120.50,1140.00,7,22,24747.00,
506590,PHIL.CARBON ,A ,Q,169.70,169.70,167.00,167.65,167.65,169.70,661,40366,6768370.00,
506597,AMAL PRODUCT,X ,Q,105.00,105.50,103.50,103.55,103.50,105.60,29,2289,238591.00,
506605,POLYCHEM    ,X ,Q,318.10,327.00,318.10,327.00,327.00,318.10,4,55,17682.00,
506618,PUN.CHEM    ,B ,Q,720.00,740.00,715.00,740.00,740.00,718.40,34,852,621111.00,
506642,SADHANA NITR,X ,Q,314.00,315.00,311.95,311.95,311.95,318.30,184,6506,2030629.00,
506655,SUDARSH.CHEM,A ,Q,372.80,372.80,361.40,363.75,364.00,372.30,324,7272,2648497.00,
506685,ULTRAMARINE ,X ,Q,255.00,263.50,253.40,256.70,256.10,252.50,175,27742,7154282.00,
506687,TRANSPEK    ,X ,Q,1588.00,1588.00,1575.00,1575.15,1575.00,1604.60,17,176,278454.00,
506690,UNICHEM LAB ,B ,Q,196.00,196.20,194.25,195.40,194.30,195.30,59,3037,593321.00,
506734,MYS PETRO   ,X ,Q,70.55,71.45,65.10,68.70,68.60,71.95,29,1959,135564.00,
506767,ALKYL AMINES,B ,Q,835.00,840.00,830.00,835.00,835.00,830.00,11,156,130232.00,
506808,TUTICORIN.  ,XT,Q,4.50,4.94,4.49,4.94,4.94,4.72,7,2300,10356.00,
506820,ASTRAZEN.PH.,A ,Q,1967.75,1972.00,1945.65,1963.60,1962.00,1974.65,120,840,1648998.00,
506852,PUN.ALKALI  ,X ,Q,59.00,61.00,59.00,59.75,61.00,60.10,52,42707,2555989.00,
506854,TANFAC IND. ,X ,Q,232.00,237.00,227.30,229.65,229.00,232.00,48,3057,701745.00,
506858,GUJ.PETRO   ,XT,Q,24.15,24.15,21.85,24.15,24.15,23.00,3,7,157.00,
506863,SWADESHI IND,X ,Q,1.68,1.68,1.65,1.65,1.65,1.68,9,8225,13817.00,
506879,GUJ.THEMIS. ,XT,Q,38.00,38.75,37.75,38.50,37.85,38.85,9,401,15239.00,
506906,SCBL        ,X ,Q,7.40,7.40,6.90,7.12,7.14,6.99,143,209491,1484241.00,
506910,JAYSN DYEST ,X ,Q,65.80,65.80,59.60,64.55,64.55,62.70,8,322,19203.00,
506919,MAKERS LAB. ,X ,Q,59.05,59.05,58.60,58.60,58.60,61.45,5,550,32465.00,
506943,J.B.CHEMICAL,B ,Q,343.60,356.95,340.20,352.55,356.95,345.45,120,1429,496392.00,
506981,BL.CHIP TEX ,X ,Q,99.00,104.95,98.50,104.95,104.95,99.50,9,857,85289.00,
507155,JAGATJIT IND,XT,Q,40.00,40.00,39.45,39.95,39.95,41.50,7,946,37652.00,
507205,TILAKNAG IND,B ,Q,13.65,15.85,13.65,14.31,14.35,14.06,13,2080,29494.00,
507300,RAVALGAON   ,XT,Q,2606.00,2740.00,2605.50,2738.95,2739.00,2725.00,11,46,125351.00,
507315,SAKTHI SUGAR,T ,Q,11.06,11.40,11.00,11.32,11.39,11.15,26,4803,53634.00,
507410,WALCHANDNGR ,B ,Q,90.70,91.30,87.70,88.40,88.40,90.60,617,62781,5610882.00,
507435,KHOD.INDIA  ,XT,Q,68.70,68.70,68.70,68.70,68.70,68.70,1,1,68.00,
507438,IFB AGRO    ,B ,Q,468.05,471.00,464.00,468.20,469.00,479.90,22,50,23394.00,
507442,DHARANI SUG ,B ,Q,11.35,11.35,11.35,11.35,11.35,11.75,2,2,22.00,
507474,KOTHARI FERM,X ,Q,72.00,72.45,63.10,67.10,66.70,67.45,34,3388,228928.00,
507488,G.M.BREWERI ,B ,Q,604.00,605.80,583.40,587.00,587.00,610.15,541,7465,4406015.00,
507490,RANA SUGARS ,B ,Q,3.50,3.70,3.43,3.65,3.64,3.57,40,20416,72604.00,
507498,PICCADILY SU,X ,Q,7.00,7.00,7.00,7.00,7.00,6.61,5,1000,7000.00,
507508,RIGA SUGAR  ,XT,Q,4.43,4.43,4.43,4.43,4.43,4.66,9,1200,5316.00,
507514,SOM DISTILL.,B ,Q,161.65,164.05,160.65,162.15,163.95,162.35,54,1568,253935.00,
507525,AMRIT CORP  ,X ,Q,745.00,745.00,745.00,745.00,745.00,766.00,1,50,37250.00,
507526,ASSO.ALCOHOL,X ,Q,249.65,256.75,249.65,251.05,251.05,252.25,198,10967,2765141.00,
507552,FOODS & INNS,X ,Q,180.00,183.95,180.00,182.30,183.95,181.15,32,1426,259190.00,
507580,IVP LIMITED ,T ,Q,118.30,130.70,118.30,123.10,123.10,124.50,59,3401,433315.00,
507598,KLRFM       ,X ,Q,40.00,40.00,38.00,38.15,39.00,39.50,16,2675,102317.00,
507621,MILKFOOD    ,X ,Q,295.00,311.85,295.00,302.50,309.65,310.30,19,239,72269.00,
507645,POLSON LTD. ,X ,Q,10950.00,10950.00,10700.00,10750.05,10750.05,10715.55,7,22,235951.00,
507685,WIPRO LTD.  ,A ,Q,264.00,274.80,263.90,273.45,273.45,263.65,8006,504315,136340566.00,
507690,ORIENT BEVER,X ,Q,83.75,84.05,83.75,84.05,84.05,82.05,2,172,14435.00,
507717,DHAN AGRI   ,B ,Q,394.90,397.45,392.30,393.95,394.00,394.55,15,158,62219.00,
507747,TTK HEALTHCA,B ,Q,690.00,690.00,690.00,690.00,690.00,687.90,1,50,34500.00,
507753,TGVSL       ,X ,Q,40.00,41.00,40.00,40.55,40.55,40.05,209,56471,2294145.00,
507759,LIME CHEM.  ,X ,Q,37.35,37.40,33.25,37.40,37.40,33.25,3,47,1571.00,
507779,KANPUR PLAST,X ,Q,116.10,118.20,114.35,116.05,116.00,117.00,67,2585,300982.00,
507789,JAGSON PHAR ,B ,Q,27.95,27.95,26.00,26.55,26.55,26.70,18,1339,34830.00,
507794,KHAITAN CHEM,X ,Q,8.10,8.40,8.10,8.26,8.26,8.47,22,3269,26976.00,
507813,NATI. OXYGEN,X ,Q,35.80,35.80,34.00,34.65,34.00,37.00,11,344,11962.00,
507815,GILLETTE (I),A ,Q,6801.00,6999.00,6788.15,6963.45,6950.00,6847.15,165,441,3060542.00,
507828,ANSALHSG    ,B ,Q,13.00,13.45,12.22,12.62,12.53,12.73,38,1074,13598.00,
507833,COMPUTER PNT,XT,Q,0.78,0.78,0.78,0.78,0.78,0.78,1,500,390.00,
507836,MAC CHARLES ,X ,Q,302.15,303.05,302.15,302.15,302.15,318.90,9,270,81628.00,
507864,PION INVEST ,X ,Q,29.90,29.90,26.15,28.25,28.25,27.75,48,12043,325469.00,
507878,UNITECH LTD ,Z ,Q,1.27,1.30,1.27,1.27,1.27,1.33,296,753741,963992.00,
507880,VIP INDUS.  ,A ,Q,465.20,470.30,452.90,466.25,466.25,465.80,1179,75000,34293310.00,
507910,FIBERWB IN  ,X ,Q,34.65,34.90,33.50,33.95,33.60,34.15,168,148757,5061573.00,
507912,LKP FIN     ,X ,Q,116.70,123.00,113.35,122.00,123.00,118.80,37,1178,136431.00,
507944,BAJAJ STEEL ,X ,Q,265.10,283.00,265.10,276.50,280.00,274.00,32,1180,326643.00,
507948,KEY CORP.LTD,XT,Q,13.00,13.00,13.00,13.00,13.00,12.93,1,90,1170.00,
507960,GUJ.HOTELS  ,X ,Q,109.00,112.95,109.00,110.15,112.95,109.90,20,499,54844.00,
507981,JINDAL HOTL ,X ,Q,44.00,44.00,41.50,41.75,41.75,42.45,10,305,12819.00,
507998,SIMMONDS-MAR,X ,Q,79.00,79.00,77.50,77.95,77.95,76.50,18,638,49923.00,
508136,BNALTD      ,X ,Q,161.00,166.80,155.00,157.15,159.90,165.05,19,2121,337663.00,
508486,HAWKINS COOK,B ,Q,3016.00,3129.95,2991.50,3051.05,3050.00,3096.50,178,2033,6187106.00,
508494,WARREN TEA  ,X ,Q,63.95,63.95,63.65,63.70,63.70,64.10,9,300,19105.00,
